title,romanized,productId,platform,gameFilename,thumbnailFilename,manualFilename,musicFilename,Store Page
ロストパワー,Lost Power,24,PC-8801,WIN0001a.bin,WIN0001.bmp,WIN0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=24
あかんべドラゴン,Akanbe Dragon,25,MSX2,WIN1001a.bin,WIN1001.bmp,WIN1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=25
ARKSROAD,Arks Road,26,PC-8801,WIN0002a.bin,WIN0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=26
アルゴー,Argo,27,PC-8801,KUR0001a.bin,KUR0001.bmp,KUR0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=27
シルバーゴースト,Silver Ghost,28,PC-8801,KUR0002a.bin,KUR0002.bmp,KUR0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=28
ＤＵＥＬ,Duel,29,PC-8801,KUR0006a.bin,KUR0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=29
超戦士ザイダー,Chousenshi Zaider,30,FM-7,COS0001a.bin,COS0001.bmp,COS0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=30
カレイジアスペルセウス,Courageous Perseus,31,PC-8801,COS0002a.bin,COS0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=31
超戦士ザイダー・バトルオブペガス,Chousenshi Zaider - Battle of Pegasus,32,MSX,COS1001a.bin,COS1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=32
レジオナルパワー,Regional Power,33,PC-9801,COS0003a.bin,COS0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=33
かわいそう物語,Kawaisou Monogatari,34,PC-8801,SYS0002a.bin,SYS0002.bmp,SYS0002m.bin,SYS0002d.bin,https://www.amusement-center.com/project/egg/game/?product_id=34
冒険浪漫,Bouken Roman,35,PC-8801,SYS0003a.bin,SYS0003.bmp,,SYS0003d.bin,https://www.amusement-center.com/project/egg/game/?product_id=35
エリュシオン,Elysion,36,PC-9801,SYS0009a.bin,SYS0009.bmp,SYS0009m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=36
ぼうけんろまん,Bouken Roman,37,MSX,SYS1002a.bin,SYS1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=37
大戦略ＦＭ,Daisenryaku FM,38,FM-7,SYS0010a.bin,SYS0010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=38
マスターオブモンスターズ,Master of Monsters,39,PC-8801,SYS0005a.bin,SYS0005.bmp,SYS0005m.bin,SYS0005d.bin,https://www.amusement-center.com/project/egg/game/?product_id=39
See・Na,SeeNa,40,PC-8801,SYS0001a.bin,SYS0001.bmp,SYS0001m.bin,SYS0001d.bin,https://www.amusement-center.com/project/egg/game/?product_id=40
SUPER大戦略,Super Daisenryaku,41,PC-8801,SYS0007a.bin,SYS0007.bmp,,SYS0007d.bin,https://www.amusement-center.com/project/egg/game/?product_id=41
ルーンワース,Rune Worth,42,PC-8801,TAE0007a.bin,TAE0007.bmp,TAE0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=42
サイオブレード,Psy-O-Blade,43,PC-9801,TAE0006a.bin,TAE0006.bmp,TAE0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=43
ハイドライドII,Hydlide II,44,FM-7,TAE0004a.bin,TAE0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=44
レイドック,Laydock,45,FM77AV,TAE0005a.bin,TAE0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=45
ルーンワース2,Rune Worth 2,46,PC-9801,TAE0008a.bin,TAE0008.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=46
ハイドライドII,Hydlide II,47,PC-8801,TAE0003a.bin,TAE0003.bmp,TAE0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=47
ハイドライド,Hydlide,48,X1,TAE0002a.bin,TAE0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=48
ハイドライド,Hydlide,49,PC-8801,TAE0001a.bin,TAE0001.bmp,TAE0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=49
ハイドライド3,Hydlide 3,50,PC-8801,TAE0009a.bin,TAE0009.bmp,TAE0009m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=50
ルーンワース3,Rune Worth 3,51,PC-9801,TAE0010a.bin,TAE0010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=51
ハイドライド3SV,Hydlide 3 SV,52,PC-9801,TAE0011a.bin,TAE0011.bmp,TAE0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=52
レイドック,Laydock,53,MSX2,TAE1001a.bin,TAE1001.bmp,TAE1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=53
惑星メフィウス,Wakusei Mephius,54,PC-8801,TAE0014a.bin,TAE0014.bmp,TAE0014m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=54
ハイドライド,Hydlide,55,MSX2,TAE1003a.bin,TAE1003.bmp,TAE1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=55
ハイドライド,Hydlide,56,MSX,TAE1002a.bin,TAE1002.bmp,TAE1002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=56
レイドック2 〜LAST ATTACK〜,Laydock 2 - Last Attack,57,MSX2+,TAE1005a.bin,TAE1005.bmp,TAE1005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=57
スーパーレイドック,Super Laydock,58,X1,TAE0013a.bin,TAE0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=58
ハイドライド3,Hydlide 3,59,X1,TAE0012a.bin,TAE0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=59
ハイドライド,Hydlide,60,FM-7,TAE0016a.bin,TAE0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=60
ハイドライド,Hydlide,61,PC-6001mkII,TAE0017a.bin,TAE0017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=61
ハイドライドII,Hydlide II,62,MSX,TAE1007a.bin,TAE1007.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=62
あーぱーみゃあどっく,Aapaa Myaa Dock,63,MSX2,TAE1008a.bin,TAE1008.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=63
惑星メフィウス,Wakusei Mephius,64,MSX,TAE1009a.bin,TAE1009.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=64
ハイドライド3,Hydlide 3,65,MSX,TAE1010a.bin,TAE1010.bmp,TAE1010m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=65
幻獣鬼,Genjuuki,66,X68000,TAE0018a.bin,TAE0018.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=66
ザナドゥ／ザナドゥシナリオII,Xanadu + Xanadu Scenario II,67,PC-8801,FAL0003a.bin,FAL0003.bmp,FAL0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=67
ロマンシア,Romancia,68,PC-8801,FAL0005a.bin,FAL0005.bmp,FAL0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=68
リバイバルザナドゥEASYバージョン,Revival Xanadu - Easy Version,69,PC-9801,FAL0008a.bin,FAL0008.bmp,FAL0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=69
太陽の神殿,Taiyou no Shinden,70,PC-8801,FAL0010a.bin,FAL0010.bmp,FAL0010m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=70
リバイバルザナドゥ2,Revival Xanadu 2,71,PC-9801,FAL0012a.bin,FAL0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=71
ダイナソア,Dinosaur,72,PC-9801,FAL0014a.bin,FAL0014.bmp,FAL0014m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=72
イース,Ys,73,FM77AV,FAL0017a.bin,FAL0017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=73
ドラゴンスレイヤー,Dragon Slayer,74,PC-8801,FAL0013a.bin,FAL0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=74
ドラゴンスレイヤー Level2.0,Dragon Slayer - Level 2.0,75,PC-8801,FAL0021a.bin,FAL0021.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=75
ブランディッシュ,Brandish,76,PC-9801,FAL0018a.bin,FAL0018.bmp,FAL0018m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=76
ドラゴンスレイヤー英雄伝説,Dragon Slayer - Eiyuu Denstsu,77,PC-8801,FAL0015a.bin,FAL0015.bmp,FAL0015m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=77
イースII,Ys II,78,FM77AV,FAL0019a.bin,FAL0019.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=78
ブランディッシュ2,Brandish 2,79,PC-9801,FAL0020a.bin,FAL0020.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=79
アステカ,Asteka,80,PC-8801,FAL0031a.bin,FAL0031.bmp,FAL0031m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=80
デーモンズリング,Demons Ring,81,PC-8801,FAL0030a.bin,FAL0030.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=81
ドラゴンスレイヤー英雄伝説II,Dragon Slayer - Eiyuu Denstsu II,82,PC-8801,FAL0016a.bin,FAL0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=82
ロードモナーク,Lord Monarch,83,PC-9801,FAL0028a.bin,FAL0028.bmp,FAL0028m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=83
アドバンスド・ロードモナーク,Advanced Lord Monarch,84,PC-9801,FAL0033a.bin,FAL0033.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=84
ぽっぷるメイル,Poppuru Mail,85,PC-9801,FAL0032a.bin,FAL0032.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=85
イース,Ys,86,MSX2,FAL1001a.bin,FAL1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=86
イースII,Ys II,87,MSX2,FAL1002a.bin,FAL1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=87
ワンダラーズ フロム イース,Wanderers From Ys,88,MSX2,FAL1003a.bin,FAL1003.bmp,FAL1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=88
ぽっぷるメイル,Poppuru Mail,89,PC-8801,FAL0007a.bin,FAL0007.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=89
イースII,Ys II,90,PC-8801,FAL0011a.bin,FAL0011.bmp,FAL0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=90
ワンダラーズ フロム イース,Wanderers From Ys,91,PC-8801,FAL0009a.bin,FAL0009.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=91
スタートレーダー,Star Cruiser,92,PC-8801,FAL0006a.bin,FAL0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=92
イース,Ys,93,PC-8801,FAL0001a.bin,FAL0001.bmp,FAL0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=93
神の聖都,Kami no Seito,94,PC-8801,PHA0001a.bin,PHA0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=94
神の聖都（音楽データのみ）,Kami no Seito (Ongaku Data nomi),95,MP3,PHA1002a.bin,PHA1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=95
神の聖都,Kami no Seito,96,MSX2,PHA1001a.bin,PHA1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=96
レッサーメルン,Lesser Mern,97,PC-9801,PHA0003a.bin,PHA0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=97
カレイドスコープ#1、#2（発汗惑星）,"Kaleidoscope #1, #2 (Hakkan Wakusei)",98,PC-8801,HOT0002a.bin,HOT0002.bmp,HOT0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=98
闇の壱与伝説,Yami no Iyo Densetsu - Jo-ouzuka Satsujin Jiken,99,PC-8801,HOT0006a.bin,HOT0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=99
妖姫伝,Youkiden,100,PC-8801,HOT0004a.bin,HOT0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=100
PALAMEDES 〜パラメデス〜,Palamedes,101,MSX2,HOT1001a.bin,HOT1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=101
Genji,Genji,102,PC-8801,HOT0007a.bin,HOT0007.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=102
モンモンモンスター,Mon Mon Monster,103,MSX2,HOT1002a.bin,HOT1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=103
サバッシュ,Zavas,104,PC-8801,POP0001a.bin,POP0001.bmp,POP0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=104
琥珀色の遺言,Kohakuiro no Yuigon,105,PC-8801,RIV0003a.bin,RIV0003.bmp,RIV0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=105
殺人倶楽部,Satsujin Club,106,PC-9801,RIV0001a.bin,RIV0001.bmp,RIV0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=106
DCコネクション,DC Connection,107,PC-9801,RIV0002a.bin,RIV0002.bmp,RIV0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=107
黄金の羅針盤,Ougon no Rashinban,108,PC-9801,RIV0004a.bin,RIV0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=108
Manhattan Requiem,Manhattan Requiem,109,PC-9801,RIV0005a.bin,RIV0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=109
琥珀色の遺言,Kohakuiro no Yuigon,110,PC-9801,RIV0011a.bin,RIV0011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=110
BURAI上巻,Burai - Joukan,111,PC-9801,RIV0012a.bin,RIV0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=111
BURAI下巻,Burai - Gekan,112,PC-9801,RIV0013a.bin,RIV0013.bmp,RIV0013m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=112
琥珀色の遺言,Kohakuiro no Yuigon,113,FM77AV,RIV0014a.bin,RIV0014.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=113
デスフォース,Death Force,114,FM77AV,RIV0006a.bin,RIV0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=114
琥珀色の遺言,Kohakuiro no Yuigon,115,MSX2,RIV1001a.bin,RIV1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=115
Manhattan Requiem,Manhattan Requiem,116,PC-8801,RIV0015a.bin,RIV0015.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=116
BURAI上巻,Burai - Joukan,117,MSX2,RIV1004a.bin,RIV1004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=117
Manhattan Requiem,Manhattan Requiem,118,X1,RIV0016a.bin,RIV0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=118
BURAI完結編,Burai - Kanketsu-hen,119,MSX2,RIV1005a.bin,RIV1005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=119
龍の花園,Ryuu no Hanazono,120,MSX2,FAS1001a.bin,FAS1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=120
MSXTraiN 〜MSXトレイン〜,MSXTraiN - MSX Train,121,MSX2,FAS1002a.bin,FAS1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=121
MSXTraiN2 〜MSXトレイン2号〜,MSXTraiN2 - MSX Train 2-gou,122,MSX2,FAS1003a.bin,FAS1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=122
テグザー,Thexder,123,PC-8801,GAR0001a.bin,GAR0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=123
シルフィード,Silpheed,124,PC-8801,GAR0002a.bin,GAR0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=124
シルフィード,Silpheed,125,FM77AV,GAR0003a.bin,GAR0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=125
ファイアーホーク,Fire Hawk,126,PC-8801,GAR0004a.bin,GAR0004.bmp,GAR0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=126
ゼリアード,Zeliard,127,PC-8801,GAR0005a.bin,GAR0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=127
VEIGUES,Veigues,128,PC-8801,GAR0006a.bin,GAR0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=128
クリムゾンII,Crimson II,129,PC-8801,XTA0004a.bin,XTA0004.bmp,XTA0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=129
バビロン,Babylon,130,PC-8801,XTA0003a.bin,XTA0003.bmp,XTA0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=130
アスピックスペシャル,Aspic - Special,131,X1,XTA0006a.bin,XTA0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=131
ファンタジアン,Fantasian,132,PC-8801,XTA0005a.bin,XTA0005.bmp,XTA0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=132
夢幻の心臓II,Mugen no Shinzou II,133,X1,XTA0008a.bin,XTA0008.bmp,XTA0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=133
夢幻の心臓,Mugen no Shinzou,134,PC-8801,XTA0011a.bin,XTA0011.bmp,XTA0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=134
クリムゾン,Crimson,135,PC-8801,XTA0009a.bin,XTA0009.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=135
夢幻の心臓II,Mugen no Shinzou II,136,PC-8801,XTA0010a.bin,XTA0010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=136
クリムゾンIII,Crimson III,137,PC-8801,XTA0013a.bin,XTA0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=137
白伝説,Shiro Densetsu,138,PC-8801,XTA0012a.bin,XTA0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=138
ボルフェスと５人の悪魔,Bolfes to 5-nin no Akuma,139,MSX,XTA1001a.bin,XTA1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=139
リザード,Lizard,140,PC-8801,XTA0014a.bin,XTA0014.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=140
アドヴァンスト・ファンタジアン,Advanced Fantasian,141,PC-8801,XTA0007a.bin,XTA0007.bmp,XTA0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=141
夢幻の心臓III,Mugen no Shinzou III,142,PC-8801,XTA0001a.bin,XTA0001.bmp,XTA0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=142
サイキックウォー,Psychic War - Cosmic Soldier 2,143,PC-8801,KSK0003a.bin,KSK0003.bmp,KSK0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=143
アルギースの翼,Arguice no Tsubasa,144,PC-8801,KSK0001a.bin,KSK0001.bmp,KSK0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=144
時空の花嫁,Jikuu no Hanayome,145,PC-8801,KSK0002a.bin,KSK0002.bmp,KSK0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=145
覇邪の封印,Haja no Fuuin,146,X1,KSK0006a.bin,KSK0006.bmp,KSK0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=146
EmmyII,Emmy II,147,MSX2,KSK1002a.bin,KSK1002.bmp,KSK1002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=147
シュヴァルツシルト 〜狂嵐の銀河〜,Schwarzschild - Kyouran no Ginga,148,MSX2,KSK1001a.bin,KSK1001.bmp,KSK1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=148
コズミックソルジャー,Cosmic Soldier,149,PC-8801,KSK0013a.bin,KSK0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=149
魔晶伝紀 ラ・ヴァルー,Mashou Denki La Valeur,150,MSX2,KSK1003a.bin,KSK1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=150
原宿AFTERDARK,Harajuku After Dark,151,MSX2,KSK1004a.bin,KSK1004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=151
シュヴァルツシルトII 〜帝国の背信〜,Schwarzschild II - Teikoku no Haishin,152,MSX2,KSK1005a.bin,KSK1005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=152
ナビチューン・ドラゴン航海記,Navitune - Dragon Koukaiki,153,MSX2,KSK1006a.bin,KSK1006.bmp,KSK1006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=153
メルヘンヴェール,Melpool Land,154,PC-8801,SAC0003a.bin,SAC0003.bmp,SAC0003m.bin,SAC0003d.bin,https://www.amusement-center.com/project/egg/game/?product_id=154
ソフトでハードな物語2,Soft de Hard na Monogatari 2,155,PC-9801,SAC0005a.bin,SAC0005.bmp,SAC0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=155
ユーフォリー,Euphory,156,X1,SAC0006a.bin,SAC0006.bmp,SAC0006m.bin,SAC0006d.bin,https://www.amusement-center.com/project/egg/game/?product_id=156
ドーム,Dome,157,PC-8801,SAC0002a.bin,SAC0002.bmp,SAC0002m.bin,SAC0002d.bin,https://www.amusement-center.com/project/egg/game/?product_id=157
ソフトでハードな物語,Soft de Hard na Monogatari,158,PC-9801,SAC0004a.bin,SAC0004.bmp,SAC0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=158
プロヴィデンス,Providence,159,PC-8801,SAC0001a.bin,SAC0001.bmp,SAC0001m.bin,SAC0001d.bin,https://www.amusement-center.com/project/egg/game/?product_id=159
メルヘンヴェールII,Melpool Land II,160,PC-9801,SAC0008a.bin,SAC0008.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=160
シャティ,Chatty,161,PC-8801,SAC0009a.bin,SAC0009.bmp,,SAC0009d.bin,https://www.amusement-center.com/project/egg/game/?product_id=161
幽霊君,Yuurei-kun,162,MSX2,SAC1001a.bin,SAC1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=162
ヴァルナ,Varna,163,PC-8801,SAC0007a.bin,SAC0007.bmp,SAC0007m.bin,SAC0007d.bin,https://www.amusement-center.com/project/egg/game/?product_id=163
メタルサイト,Metal Sight,164,X68000,SAC0010a.bin,SAC0010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=164
マデリーン,Madeleine,165,PC-8801,THR0001a.bin,THR0001.bmp,THR0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=165
カサブランカに愛を,Casablanca ni Ai o,166,PC-8801,THR0002a.bin,THR0002.bmp,THR0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=166
THE MAN I LOVE,The Man I Love,167,PC-8801,THR0003a.bin,THR0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=167
道化師殺人事件,Doukeshi Satsujin Jiken,168,PC-8801,THR0004a.bin,THR0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=168
道化師殺人事件,Doukeshi Satsujin Jiken,169,X68000,THR0005a.bin,THR0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=169
カサブランカに愛を,Casablanca ni Ai o,170,X68000,THR0006a.bin,THR0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=170
怨霊戦記,Onryou Senki,171,PC-9801,STW0001a.bin,STW0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=171
白と黒の伝説 〜百鬼編〜（ゲームと音楽データ）,Shiro to Kuro no Densetsu - Hyakki-hen (Game to Ongaku Data),172,MSX,STW1001a.bin,STW1001.bmp,STW1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=172
白と黒の伝説 〜百鬼編〜（音楽データのみ）,Shiro to Kuro no Densetsu - Hyakki-hen (Ongaku Data nomi),173,MP3,STW1003a.bin,STW1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=173
白と黒の伝説 〜百鬼編〜（ゲームのみ）,Shiro to Kuro no Densetsu - Hyakki-hen (Game to Ongaku Data),174,MSX,STW1002a.bin,STW1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=174
波動の標的,Hadou no Hyouteki,175,PC-8801,STW0003a.bin,STW0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=175
デストラクション下巻,Destruction - Gekan,176,PC-8801,STW0005a.bin,STW0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=176
デストラクション上巻,Destruction - Joukan,177,PC-8801,STW0004a.bin,STW0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=177
魔界復活,Makai Fukkatsu,178,PC-8801,STW0002a.bin,STW0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=178
ラプテック,Laptick,179,PC-8801,DBS0001a.bin,DBS0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=179
ヴォルガード,Volguard,180,FM-7,DBS0006a.bin,DBS0006.bmp,DBS0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=180
らぷてっく2,Laptick 2,181,MSX,DBS1001a.bin,DBS1001.bmp,DBS1001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=181
ゼクサス光速2000光年,Zexas Kousoku - Kousoku 2000-kounen,182,MSX,DBS1003a.bin,DBS1003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=182
ゼクサス リミテッド,Zexas Limited,183,MSX,DBS1004a.bin,DBS1004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=183
合体ヴォルガード,Gattai Volguard,184,MSX,DBS1002a.bin,DBS1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=184
うっでいぽこ,Woody Poco,185,MSX2,DBS1005a.bin,DBS1005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=185
フラッピー,Flappy,186,PC-8801,DBS0003a.bin,DBS0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=186
うっでぃぽこ,Woody Poco,187,FM77AV,DBS0002a.bin,DBS0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=187
キングフラッピー,King Flappy,188,PC-8801,DBS0004a.bin,DBS0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=188
パラケルススの魔剣,Paracelsus no Maken,189,PC-9801,HAM0003a.bin,HAM0003.bmp,HAM0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=189
ABYSS,Abyss,190,PC-8801,HAM0004a.bin,HAM0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=190
ABYSS2 帝王の涙,Abyss 2 - Teiou no Namida,191,PC-8801,HAM0005a.bin,HAM0005.bmp,,HAM0005d.bin,https://www.amusement-center.com/project/egg/game/?product_id=191
地獄の練習問題,Jigoku no Renshuu Mondai,192,PC-8801,HAM0006a.bin,HAM0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=192
アグニの石,Agni no Ishi,193,PC-8801,HAM0002a.bin,HAM0002.bmp,,HAM0002d.bin,https://www.amusement-center.com/project/egg/game/?product_id=193
りっくとみっくの大冒険,Rick to Mick no Daibouken,194,MSX2,HAM1001a.bin,HAM1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=194
ラプラスの魔,Laplace no Ma,195,PC-8801,HAM0001a.bin,HAM0001.bmp,HAM0001m.bin,HAM0001d.bin,https://www.amusement-center.com/project/egg/game/?product_id=195
ファイアボール,Fire Ball,196,FM77AV,HAM0007a.bin,HAM0007.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=196
ライレーン,Lyrane,197,PC-8801,BPS0001a.bin,BPS0001.bmp,BPS0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=197
RELICS,Relics,198,PC-8801,BOT0001a.bin,BOT0001.bmp,BOT0001m.bin,BOT0001d.bin,https://www.amusement-center.com/project/egg/game/?product_id=198
